"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text auf Doppel-BL 4-5 mm","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","98-101","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14012","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","10b","leicht durchgeschlagen, z.T. leicht beschädigt (einzelne Notenköpfe herausgefallen etc.)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 5-5,5 cm eingerückt.","Roth A3a","","300-315x465-475 (455-465)","1","hell- bis mittelbraun","hell- bis mittelbraun","hell- bis mittelbraun","hell- bis mittelbraun","Waage mit Krone im Kreis (ähnlich Briquet 2446, 2448, 2449); Roth: ""W""","10 Pentagramme"
"Eingeschoben","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","BL nicht zu erkennen","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","102","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14013","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","10c","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 5-5,5 cm eingerückt; IB fol. 101v.","Roth A3b","","300-315x465-475 (455-465)","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","dunkelbraun bis schwarz","dunkelbraun bis schwarz","Armbrust im Kreis (ähnlich Briquet 746); Roth ""A""","10 Pentagramme"
"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text auf Doppel-BL 5 mm","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","103-105","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14014","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; äußerst eng","11","leicht durchgeschlagen, z.T. leicht beschädigt (einzelne Notenköpfe herausgefallen etc.)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 7-8 cm eingerückt, fol. 104v nicht eingerückt.","Roth a","","300-315x465-475 (455-465)","1","mittelbraun","mittelbraun","mittelbraun","mittelbraun","Waage mit Krone im Kreis (ähnlich Briquet 2446, 2448, 2449); Roth: ""W""","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text auf Doppel-BL 4-5 mm","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","106-117","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, über 1 System, selten 2 Systeme; Notentext entsprechend eingerückt, Kadellen oft weit links im Rand.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt).","14015","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","12","mittelstark bis sehr stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; ohne Einrückungen, Initialen ggf. über Rastrierung; fol. 107 mit Einrückungen.","Roth A1/a","","300-315x465-475 (455-465)","1","dunkelbraun; fol. 107 mittelbraun","dunkelbraun; fol. 107 mittelbraun","dunkelbraun; fol. 107 mittelbraun","dunkelbraun; fol. 107 mittelbraun","Waage mit Krone im Kreis (ähnlich Briquet 2446, 2448, 2449); Roth: ""W""","10 Pentagramme"
"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text auf Doppel-BL 4-4,5 mm","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","118-127","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14016","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","13","leicht bis mittelstark durchgeschlagen, z.T. leicht beschädigt (einzelne Notenköpfe herausgefallen etc.)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 5-6,5 cm eingerückt; IB fol. 117v.","Roth A1; fol. 117v: Roth A3b","","300-315x465-475 (455-465)","1","mittelbraun","mittelbraun","mittelbraun","mittelbraun","Waage mit Krone im Kreis (ähnlich Briquet 2446, 2448, 2449); Roth: ""W""","10 Pentagramme"
"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text auf Doppel-BL 4-5 mm","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","128-138","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14017","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","14","leicht durchgeschlagen, z.T. leicht beschädigt (einzelne Notenköpfe herausgefallen etc.)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 4-5,5 cm eingerückt; IB fol. 127v.","Roth A2; fol. 136v-138r: Roth A3a","","300-315x465-475 (455-465)","1","mittelbraun","mittelbraun","mittelbraun","mittelbraun","Waage mit Krone im Kreis (ähnlich Briquet 2446, 2448, 2449); Roth: ""W""","10 Pentagramme"
"Eingeschoben","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text-BL praktisch nicht mehr zu erkennen","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","139-148","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14018","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","15","mittelstark bis sehr stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 4-5,5 cm eingerückt; IB fol. 138v. Sehr unregelmäßig rastriert, wenig deckungsgleich.","Roth A3b; fol. 149r: Nachtrag Roth C","","300-315x465-475 (455-465)","1","dunkelbraun","dunkelbraun","dunkelbraun","dunkelbraun","Armbrust im Kreis (ähnlich Briquet 746); Roth ""A""","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text auf Doppel-BL 4-5 mm","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","149-160","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14019","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","16","leicht bis mittelstark durchgeschlagen, z.T. leicht beschädigt (einzelne Notenköpfe herausgefallen etc.); am stärksten beschädigt: fol. 157","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 5-6,5 cm eingerückt; IB fol. 149v; fol. 150r nicht eingerückt (= Schreiber a)","Roth A1/a","","300-315x465-475 (455-465)","1","mittelbraun; fol. 157: dunkelbraun","mittelbraun; fol. 157: dunkelbraun","mittelbraun; fol. 157: dunkelbraun","mittelbraun; fol. 157: dunkelbraun","Waage mit Krone im Kreis (ähnlich Briquet 2446, 2448, 2449); Roth: ""W""","10 Pentagramme"
"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Papierstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt, Text auf Doppel-BL 5 mm","14.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","161-170","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, sehr viele Grotesken/Fratzen, z.T. farbig, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte über 2 Systeme über Rastrierung.Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Auch kleine Initialen im Text z.T. farbig (gelb gefüllt). Kadellen oft weit links im Rand.","14020","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, mittelstarker Strich; sehr eng","17","leicht durchgeschlagen, z.T. leicht beschädigt (einzelne Notenköpfe herausgefallen etc.)","Doppelrastral 26,5 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 4-5,5 cm eingerückt; IB fol. 160v.","Roth A3a","","300-315x465-475 (455-465)","1","hell- bis mittelbraun","hell- bis mittelbraun","hell- bis mittelbraun","hell- bis mittelbraun","Waage mit Krone im Kreis (ähnlich Briquet 2446, 2448, 2449); Roth: ""W""","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","2-9","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15001","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","1","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 7-8 cm eingerückt; sehr gleichmäßig.","15A1","A1","315-320x441-443 (430-432)","1","dunkelbraun","dunkelbraun","hell- bis mittelbraun","dunkelbraun","Waage mit Krone (ähnlich Briquet 2444) [= Roth ""W""?]","10 Pentagramme"
"Eingeschoben","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt (kaum zu erkennen), Text auf Doppel-BL 4 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","10-12","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15002","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","2","sehr stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 4-5 cm eingerückt; sehr gleichmäßig.","15B","","335x455-457 (442-445) mm","1","dunkelbraun","dunkelbraun","dunkelbraun, sehr stark","dunkelbraun","nicht zu erkennen","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","13-37","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15003","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","3","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 7-8 cm (ab fol. 24: 6-7 cm) eingerückt; sehr gleichmäßig.","15A1","","315-320x441-443 (430-432); ab fol. 24: 310-315x 437-442 (425-430)","1","dunkelbraun","dunkelbraun","hell- bis mittelbraun","dunkelbraun","Waage mit Krone (ähnlich Briquet 2444) [= Roth ""W""?]; ab fol. 24-25, 29-37 gekreuzte Pfeile (vgl. Briquet 6270)","10 Pentagramme"
"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt (kaum zu erkennen), Text auf Doppel-BL 4 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","38-48","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15004","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","4","sehr stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 4-5 cm eingerückt; sehr gleichmäßig.","15B","","330-335x452-457 (440-445) mm","1","dunkelbraun","dunkelbraun","dunkelbraun, sehr stark","dunkelbraun","nicht zu erkennen","10 Pentagramme"
"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","49-70","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15005","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","5","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A1","","305-315x432-442 (420-430) mm","1","dunkelbraun","dunkelbraun","hell- bis mittelbraun","dunkelbraun","gekreuzte Pfeile (vgl. Briquet 6270), ab fol. 54 Krone auf Säule (vgl. Briquet 4412)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","71-76","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15006","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","6","sehr stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A2","","320-325 (fol. 73: 280)x440-450 (425-435) mm","1","dunkelbraun","dunkelbraun","mittelbraun","dunkelbraun","Meerjungfrau im Kreis (vgl. Briquet 13883)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","77-84","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15007","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","7","sehr stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A2","","280-285x440-445 (425-430) mm","1","dunkelbraun","dunkelbraun","mittelbraun","dunkelbraun","Meerjungfrau im Kreis (vgl. Briquet 13883)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","85-91","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15008","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","8","sehr stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A2","","305-310x442-447 (430-435) mm","1","dunkelbraun","dunkelbraun","mittelbraun","dunkelbraun","Waage mit Krone (ähnlich Briquet 2444)","10 Pentagramme"
"Eingeschoben","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","92-94","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15009","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","9","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A1","","310x432-437 (420-425) mm","1","dunkelbraun","dunkelbraun","hell- bis mittelbraun","dunkelbraun","Krone auf Säule (vgl. Briquet 4412)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","95-99","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15010","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","10","sehr stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A2","","305-310x442-447 (430-435) mm","1","dunkelbraun","dunkelbraun","mittelbraun","dunkelbraun","Waage mit Krone (ähnlich Briquet 2444) [= Roth ""W""?]","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","100-107","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15011","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","11","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A1","","305-310x432-437 (420-425) mm","1","dunkelbraun","dunkelbraun","hell- bis mittelbraun","dunkelbraun","Krone auf Säule (vgl. Briquet 4412)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","108-117","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15012","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","12","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Notenköpfe herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A1","","305-310x432-437 (420-425) mm","1","dunkelbraun","dunkelbraun","hell- bis mittelbraun","dunkelbraun","Krone auf Säule (vgl. Briquet 4412)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re eingeritzt oder Blei, Text auf Doppel-BL 4,5 mm","15.0000","gelblich, Fläche der alten Lamination etwas stärker bräunlich","118-126","üppig verzierte Kadellen mit Tintenzeichnungen über 2 Systeme zu Beginn jedes Lesefelds, oben in Einrückungen, auf der unteren Seitenhälfte über Rastrierung; Noten immer entsprechend eingerückt (Initialen vor Noten eingetragen)","15013","relativ stark, bei Restaurierung mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","13","sehr stark durchgeschlagen, z.T. stark beschädigt (Notenköpfe, halbe Systeme herausgefallen)","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen; 1/2 ca. 6-8 cm eingerückt; sehr gleichmäßig.","15A2","","305-310x442-447 (430-435) mm","1","dunkelbraun","dunkelbraun","mittelbraun","dunkelbraun","Waage mit Krone (ähnlich Briquet 2444) [= Roth ""W""?]","10 Pentagramme"
